State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
WV,2010,4,805,676,36,8.1,28,65,18.21,21.08,28,28,32.4,31
WV,2011,1,800,660,36,9.1,27,73,23.57,26.32,32.4,29,36.2,29
WV,2011,2,809,678,36,7.8,30,63,16.91,19.08,26.8,29,30.2,28
WV,2011,3,811,685,36,7.5,34,61,15.1,17.1,24.7,29,27.9,26
WV,2011,4,807,690,36,6.9,33,56,14.9,17.55,26.7,27,31.5,25
WV,2012,1,800,677,36,7.8,32,62,19.83,22.31,32,30,36,25
WV,2012,2,815,689,36,7.2,27,59,17.22,18.43,29.3,22,31.3,17
WV,2012,3,812,691,36,7.2,29,59,18.49,18.49,31.5,14,31.5,14
WV,2012,4,805,691,36,6.7,30,54,19.28,19.28,35.5,17,35.5,18
WV,2013,1,796,673,36,7.7,28,61,22.68,22.68,36.9,14,36.9,14
WV,2013,2,805,688,36,6.5,37,53,16.92,16.92,32.1,16,32.1,16
WV,2013,3,803,673,36,6.4,34,51,15.73,15.73,30.6,15,30.6,15
WV,2013,4,793,689,36,6.2,29,49,17.14,17.14,35,14,35,14
WV,2014,1,792,667,36,7.6,13,60,23.29,23.29,38.7,13,38.7,13
WV,2014,2,800,685,36,6.3,21,51,15.77,15.77,31.1,17,31.1,17
WV,2014,3,798,668,36,6.3,21,50,14.11,14.11,28,15,28,15
WV,2014,4,792,690,36,5.8,20,46,14.28,14.28,31.2,19,31.2,19
WY,2009,1,296,266,22,5.4,50,16,9.03,9.03,56.5,12,56.5,12
WY,2009,2,302,270,22,6.5,47,20,11.33,11.33,57.7,6,57.7,11
WY,2009,3,302,270,22,6,50,18,9.26,9.26,51.1,7,51.1,13
WY,2009,4,299,262,22,7.1,41,21,9.91,9.91,46.4,11,46.4,15
WY,2010,1,300,253,22,8.4,39,25,11.79,11.79,46.9,12,46.9,12
WY,2010,2,303,264,22,7,43,21,8.51,8.51,40,12,40,20
WY,2010,3,303,269,22,5.9,47,18,5.64,5.64,31.3,23,31.3,32
WY,2010,4,302,265,22,6.4,46,19,6.76,6.76,34.8,15,34.8,27
WY,2011,1,301,256,22,7.3,42,22,8.78,8.78,40.2,13,40.2,22
WY,2011,2,302,267,22,6.1,46,18,6.34,6.34,34.4,9,34.4,18
WY,2011,3,305,273,22,5.4,48,17,4.19,4.19,25.3,27,25.3,33
WY,2011,4,304,271,22,5.9,43,18,5.43,5.43,30.5,23,30.5,27
WY,2012,1,302,263,22,6.4,43,19,7.15,7.15,37.1,17,37.1,23
WY,2012,2,304,273,22,5.5,44,17,5.03,5.03,30.1,18,30.1,23
WY,2012,3,306,276,22,5,47,15,4.16,4.16,27.4,21,27.4,21
WY,2012,4,303,272,22,5.1,44,15,5.7,5.7,37,12,37,12
WY,2013,1,300,264,22,5.7,45,17,7,7,41.1,11,41.1,11
WY,2013,2,303,274,22,4.7,47,14,5.03,5.03,35.2,10,35.2,10
WY,2013,3,304,277,22,4.1,50,13,3.59,3.59,28.5,21,28.5,21
WY,2013,4,301,274,22,4.5,46,14,4.75,4.75,34.6,15,34.6,15
WY,2014,1,301,267,22,5.1,43,15,5.77,5.77,38,15,38,15
WY,2014,2,303,279,22,4.3,43,13,3.62,3.62,27.8,26,27.8,26
WY,2014,3,305,283,22,4,46,12,2.51,2.51,20.4,36,20.4,36
WY,2014,4,303,278,22,4,40,12,5.27,5.27,43.2,6,43.2,6
,,,,,,,,,,,,,,
