Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2010, CT, 485, 462, 0.442, 0.405, $325.44, $802.64
2010, DE, 360, 360, 0.420, 0.366, $258.04, $704.73
2010, DC, 361, 342, 0.409, 0.337, $307.31, $911.66
2010, FL, 480, 479, 0.410, 0.355, $235.69, $663.48
2010, GA, 243, 238, 0.449, 0.386, $275.53, $713.61
2010, HI, 359, 359, 0.565, 0.502, $425.03, $846.38
2010, ID, 480, 466, 0.481, 0.446, $261.22, $585.57
2010, IL, 498, 495, 0.386, 0.333, $272.54, $817.64
2010, IN, 480, 469, 0.525, 0.472, $312.86, $663.09
2011, AL, 490, 488, 0.412, 0.379, $211.58, $557.68
2011, AK, 487, 483, 0.333, 0.304, $234.84, $771.67
2011, AZ, 496, 495, 0.409, 0.357, $214.35, $599.65
2011, AR, 480, 478, 0.505, 0.477, $284.41, $596.00
2011, CA, 998, 998, 0.457, 0.392, $307.98, $785.54
2011, CO, 486, 485, 0.495, 0.454, $347.31, $765.57
2011, CT, 468, 461, 0.425, 0.392, $324.51, $827.56
2011, DE, 360, 359, 0.431, 0.374, $247.09, $659.94
2011, DC, 371, 360, 0.390, 0.318, $302.89, $953.41
2011, FL, 489, 488, 0.411, 0.357, $238.72, $668.74
2011, GA, 490, 484, 0.463, 0.390, $274.81, $705.14
2011, HI, 367, 367, 0.550, 0.478, $429.79, $898.48
2011, ID, 508, 500, 0.462, 0.427, $253.25, $593.72
2011, IL, 485, 484, 0.374, 0.318, $268.68, $845.08
2011, IN, 486, 480, 0.521, 0.470, $308.48, $656.17
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
