Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2014, CA, 494, 493, 0.465, 0.348, $312.81, $898.09
2014, CO, 490, 490, 0.505, 0.460, $377.83, $820.72
2014, CT, 478, 477, 0.433, 0.413, $333.18, $807.61
2014, DE, 360, 359, 0.413, 0.371, $250.66, $675.33
2014, DC, 364, 363, 0.395, 0.330, $302.19, $914.66
2014, GA, 480, 480, 0.458, 0.383, $272.57, $711.49
2014, HI, 363, 363, 0.562, 0.481, $440.23, $914.33
2014, ID, 517, 497, 0.495, 0.454, $287.12, $632.95
2014, IL, 504, 500, 0.387, 0.334, $290.82, $870.27
2014, IN, 445, 443, 0.370, 0.347, $259.43, $747.97
2015, AL, 482, 480, 0.390, 0.308, $221.85, $720.25
2015, AK, 470, 467, 0.323, 0.288, $251.95, $875.10
2015, AZ, 484, 476, 0.416, 0.335, $224.11, $669.07
2015, AR, 480, 475, 0.508, 0.474, $309.98, $654.59
2015, CA, 617, 617, 0.456, 0.368, $319.07, $866.08
2015, CO, 484, 483, 0.506, 0.444, $400.28, $901.30
2015, CT, 499, 496, 0.438, 0.411, $344.72, $838.62
2015, DE, 360, 360, 0.406, 0.361, $257.06, $712.90
2015, DC, 364, 363, 0.388, 0.318, $303.38, $955.50
2015, FL, 241, 240, 0.421, 0.354, $239.28, $675.55
2015, GA, 480, 479, 0.456, 0.377, $280.36, $743.87
2015, HI, 363, 360, 0.549, 0.463, $447.36, $965.70
2015, ID, 490, 479, 0.493, 0.463, $296.84, $641.38
2015, IL, 483, 482, 0.386, 0.342, $301.88, $882.38
2015, IN, 513, 513, 0.360, 0.338, $261.81, $775.65
2016, AL, 481, 481, 0.395, 0.341, $223.64, $655.75
2016, AK, 498, 496, 0.321, 0.285, $261.01, $914.84
2016, AZ, 480, 474, 0.398, 0.324, $227.32, $702.67
2016, AR, 480, 477, 0.413, 0.386, $272.18, $704.22
2016, CA, 782, 780, 0.461, 0.363, $328.90, $906.42
2016, CO, 480, 480, 0.503, 0.438, $422.71, $965.30
2016, CT, 489, 488, 0.440, 0.419, $359.72, $859.49
2016, DE, 360, 360, 0.395, 0.337, $256.90, $761.96
2016, DC, 369, 366, 0.395, 0.324, $312.22, $964.76
2016, FL, 486, 486, 0.414, 0.346, $243.85, $704.37
2016, GA, 507, 506, 0.461, 0.369, $285.94, $775.73
2016, HI, 363, 363, 0.561, 0.479, $458.10, $955.85
2016, ID, 476, 471, 0.476, 0.437, $310.14, $709.62
2016, IL, 481, 481, 0.388, 0.342, $314.91, $921.18
2016, IN, 468, 468, 0.371, 0.343, $276.12, $804.69
2017, AL, 490, 490, 0.377, 0.311, $225.22, $724.76
2017, AK, 475, 472, 0.327, 0.288, $256.50, $890.27
2017, AZ, 482, 477, 0.396, 0.327, $229.93, $702.73
2017, AR, 481, 481, 0.411, 0.395, $278.10, $704.42
2017, CA, 964, 964, 0.475, 0.386, $333.93, $865.35
2017, CO, 481, 481, 0.504, 0.435, $429.04, $986.94
2017, CT, 483, 477, 0.437, 0.394, $376.85, $956.46
2017, DE, 360, 360, 0.406, 0.348, $265.15, $762.48
2017, DC, 364, 363, 0.390, 0.319, $353.45, $1,106.95
2017, FL, 468, 467, 0.410, 0.348, $246.11, $707.90
2017, GA, 520, 517, 0.451, 0.359, $292.64, $814.64
2017, HI, 364, 364, 0.525, 0.446, $496.49, $1,112.50
2017, ID, 478, 477, 0.494, 0.445, $317.92, $715.03
2017, IL, 480, 478, 0.392, 0.340, $332.88, $980.14
2017, IN, 489, 487, 0.368, 0.342, $283.64, $829.31
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
