,Unnamed: 0,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
18,18,2000,LA,0.442,0.396,0.22960018070207,186.0,12.0,215.0,470.28,South,167.2,0.03059915025,$1200; 1 - ½ x hqw,186.0,12.0,215.0,186.0,12.0,215.0,329.75,21.27,381.16,273.48,17.64,316.12
19,19,2000,MA,0.466,0.428,0.63767645663563,280.69,14.0,402.0,655.6,Northeast,179.4,0.0333299267499999,30; not less than $2000,280.69,14.0,402.0,280.69,14.0,402.0,490.95,24.49,703.13,406.02,20.25,581.49
21,21,2000,ME,0.512,0.466,0.39376441773702,200.63,44.0,254.0,430.08,Northeast,179.4,,2 x annual aww in each of 2 qtrs. & 6 x annual aww in BP,200.63,44.0,254.0,,,,350.92,76.96,444.27,,,
23,23,2000,MN,0.487,0.457,0.36875455106639,284.53,38.0,331.0,622.36,Midwest,168.3,0.03194819075,"1- 1/4 x hqw, at least $1000 in HQ",284.53,38.0,331.0,284.53,38.0,331.0,478.04,63.84,556.11,415.54,55.5,483.41
26,26,2000,MT,0.434,0.41,0.34374940839161,193.63,63.0,254.0,472.26,West,174.8,,1- ½ x hqw; 7% of aaw in BP or 50% of aaw,193.63,63.0,254.0,,,,358.72,116.71,470.56,,,
27,27,2000,NC,0.517,0.498,0.35139831313921,223.47,25.0,322.0,448.69,South,167.2,0.0355045655,6 x State aww,223.47,25.0,322.0,223.47,25.0,322.0,396.18,44.32,570.86,290.0,32.44,417.86
28,28,2000,ND,0.466,0.432,0.37992504555138,213.76,43.0,283.0,494.49,Midwest,168.3,,1 - ½ x hqw,213.76,43.0,283.0,,,,359.14,72.24,475.47,,,
31,31,2000,NJ,0.535,0.472,0.5404465583471,286.17,61.0,407.0,606.69,Northeast,179.4,0.016591193,20 wks. emplmt. at 20% of aww; or 12 x aww,286.17,61.0,407.0,286.17,61.0,407.0,500.54,106.69,711.88,433.96,92.5,617.19
32,32,2000,NM,0.481,0.434,0.2230286994157,182.32,46.0,246.0,420.37,West,174.8,,1 - 1/4 x hqw,182.32,46.0,246.0,,,,337.77,85.22,455.74,,,
33,33,2000,NV,0.458,0.402,0.44269884063201,237.95,16.0,267.0,591.51,West,174.8,,1- ½ x hqw,237.95,16.0,267.0,,,,440.83,29.64,494.64,,,
35,35,2000,OH,0.425,0.395,0.30207674334253,227.72,77.0,279.0,576.8,Midwest,168.3,0.024341799,20 wks. employment w/ wages in ea. wk. of 27.5% of State aww,227.72,77.0,279.0,227.72,77.0,279.0,382.59,129.37,468.75,330.96,111.91,405.49
36,36,2000,OK,0.513,0.455,0.24648669913636,217.66,16.0,276.0,478.65,South,167.2,0.03429920725,$1500 and 1 - ½ x hqw; $11400,217.66,16.0,276.0,217.66,16.0,276.0,385.88,28.37,489.31,327.42,24.07,415.17
37,37,2000,OR,0.474,0.44,0.43759912044289,231.26,84.0,360.0,525.66,West,174.8,0.03420837275,1- ½ x hqw; not less than $1000 in BP or 500 hrs. of employment in the BP,231.26,84.0,360.0,231.26,84.0,360.0,428.43,155.62,666.94,365.94,132.92,569.66
38,38,2000,PA,0.536,0.504,0.51380108612948,265.1,35.0,375.0,525.62,Northeast,179.4,0.02932211225,37 + - 40; $800 in HQ and $1320 in BP; at least 20% of bpw outside HQ,265.1,35.0,375.0,265.1,35.0,375.0,463.68,61.22,655.91,386.44,51.02,546.65
39,39,2000,PR,0.444,0.42,0.37749750670894,106.37,7.0,133.0,253.01,Northeast,179.4,,40 x wba not less than $280; $75 in 1 qtr.; wages in 2 qtrs.,106.37,7.0,133.0,,,,186.05,12.24,232.63,,,
40,40,2000,RI,0.556,0.521,0.5603153700822,268.18,52.0,383.0,515.22,Northeast,179.4,,,268.18,52.0,383.0,,,,469.07,90.95,669.9,,,
41,41,2000,SC,0.479,0.439,0.37098396769276,191.41,20.0,238.0,436.35,South,167.2,0.03136686925,1- ½ x hqw; not less than $900; $540 in 1 qtr.,191.41,20.0,238.0,191.41,20.0,238.0,339.34,35.46,421.94,261.84,27.36,325.57
42,42,2000,SD,0.451,0.428,0.19696253321244,185.34,28.0,214.0,432.87,Midwest,168.3,,$728 in HQ; 20 x wba outside HQ,185.34,28.0,214.0,,,,311.39,47.04,359.54,,,
44,44,2000,TX,0.504,0.436,0.23696587840243,229.41,47.0,287.0,525.67,South,167.2,0.0337352585,37 x wba,229.41,47.0,287.0,229.41,47.0,287.0,406.71,83.32,508.81,331.59,67.93,414.84
45,45,2000,UT,0.482,0.45,0.27608623178484,233.95,20.0,298.0,520.02,West,174.8,0.013798151625,1- ½ x hqw,233.95,20.0,298.0,233.95,20.0,298.0,433.42,37.05,552.07,317.28,27.12,404.15
47,47,2000,VT,0.51,0.489,0.51010862789092,211.28,40.0,287.0,431.94,Northeast,179.4,,$1299 in a qtr.; BP wages of 40% of total HQ wages,211.28,40.0,287.0,,,,369.55,69.96,501.99,,,
48,48,2000,WA,0.519,0.498,0.44711973985973,284.79,94.0,441.0,571.72,West,174.8,0.0299621515,680 hours,284.79,94.0,441.0,284.79,94.0,441.0,527.6,174.14,817.0,428.35,141.39,663.31
50,50,2000,WV,0.417,0.395,0.31523877984263,198.37,24.0,318.0,501.69,South,167.2,,$2200 and wages in 2 qtrs,198.37,24.0,318.0,,,,351.68,42.55,563.77,,,
51,51,2000,WY,0.486,0.456,0.28743637084559,210.31,19.0,261.0,461.68,West,174.8,,1.4 x hqw; 8% of State aaw in BP,210.31,19.0,261.0,,,,389.62,35.2,483.53,,,
54,54,2001,AR,0.529,0.502,0.57650058087208,221.91,57.0,321.0,441.76,South,171.1,0.02297380275,27 x wba; wages in 2 qtrs,216.85,55.7,313.68,215.76,55.42,312.11,384.45,98.75,556.12,280.21,71.98,405.34
57,57,2001,CO,0.469,0.391,0.29734339973012,294.72,25.0,358.0,753.21,West,181.2,0.0535474825,"40 or $2500 in BP, whichever is greater",284.31,24.12,345.36,283.42,24.04,344.27,526.71,44.68,639.8,456.32,38.71,554.29
58,58,2001,CT,0.449,0.413,0.75692441468047,271.52,15.0,397.0,657.31,Northeast,184.4,0.0242826055,40 or 1-½ x hqw,264.16,14.59,386.24,265.42,14.66,388.08,462.03,25.52,675.56,356.85,19.71,521.77
59,59,2001,DC,0.466,0.386,0.30198758664916,264.81,50.0,309.0,686.64,South,171.1,0.021623584,"1-½ x hqw; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",258.77,48.86,301.96,257.32,48.59,300.26,458.77,86.62,535.33,372.45,70.32,434.61
63,63,2001,HI,0.57,0.484,0.44034873473098,308.43,5.0,383.0,637.19,West,181.2,0.007086348175,26; wages in 2 qtrs,297.54,4.82,369.47,303.09,4.91,376.37,551.21,8.94,684.48,433.88,7.03,538.79
64,64,2001,IA,0.522,0.485,0.52276912574339,240.98,40.0,273.0,497.2,Midwest,172.8,,1-1/4 x hqw; 3.5% of the Statewide aaw in HQ; ½ HQW of 2nd qtr,234.7,38.96,265.89,,,,394.33,65.45,446.72,,,
65,65,2001,ID,0.508,0.48,0.48103241045735,227.63,51.0,296.0,474.26,West,181.2,,1-1/4 x hqw; not less than the min qualifying wages in 1 qtr; wages in 2 qtrs,219.59,49.2,285.55,,,,406.81,91.15,529.0,,,
66,66,2001,IL,0.423,0.374,0.42875063410904,242.42,51.0,315.0,648.56,Midwest,172.8,0.018800608625,"$1,600; $440 outside HQ",236.11,49.67,306.8,235.2,49.48,305.62,396.68,83.45,515.45,328.74,69.16,427.17
68,68,2001,KS,0.524,0.452,0.35359914664387,263.78,80.0,320.0,583.84,Midwest,172.8,0.03445019025,30; wages in 2 qtrs,256.91,77.92,311.67,255.21,77.4,309.6,431.63,130.91,523.63,364.49,110.54,442.17
69,69,2001,KY,0.525,0.485,0.35822422426079,253.14,39.0,329.0,521.9,South,171.1,,1-½ x hqw; 8 x wba in last 2 qtrs; $750 in 1 qtr; $750 in other qtrs,247.37,38.11,321.5,,,,438.55,67.57,569.98,,,
70,70,2001,LA,0.477,0.42,0.24656190477587,200.72,10.0,258.0,477.65,South,171.1,0.024657163,"$1,200; 1-½ x hqw",196.14,9.77,252.12,194.76,9.7,250.34,347.74,17.32,446.97,286.36,14.27,368.08
71,71,2001,MA,0.484,0.418,0.69684323662163,327.4,29.0,477.0,783.09,Northeast,184.4,0.03588868375,"30; not less than $2,700",318.52,28.21,464.07,316.84,28.06,461.61,557.12,49.35,811.69,458.31,40.6,667.73
73,73,2001,ME,0.498,0.44,0.43046045234698,216.29,46.0,265.0,491.42,Northeast,184.4,,2 x annual aww in each of 2 qtrs and 6 x annual aww in BP,210.43,44.75,257.81,,,,368.05,78.28,450.94,,,
75,75,2001,MN,0.49,0.454,0.46194718362468,312.84,38.0,331.0,689.11,Midwest,172.8,0.038718258,"1-1/4 x hqw; at least $1,000 in HQ; 2 qtrs",304.69,37.01,322.38,303.15,36.82,320.75,511.91,62.18,541.63,442.74,53.78,468.44
78,78,2001,MT,0.436,0.416,0.40614117409818,200.44,65.0,263.0,481.59,West,181.2,,1-½ x hqw; 7% of aaw in BP or 50% of aaw,193.36,62.7,253.71,,,,358.22,116.17,470.02,,,
79,79,2001,NC,0.536,0.504,0.38831813748201,257.53,30.0,375.0,510.83,South,171.1,0.02272288975,At least $565.50 in BP; 1 ½ = HQW,251.66,29.32,366.45,248.7,28.97,362.14,446.16,51.97,649.67,322.74,37.6,469.95
80,80,2001,ND,0.5,0.482,0.42642011479324,226.83,43.0,293.0,470.65,Midwest,172.8,,1-½ x hqw,220.92,41.88,285.37,,,,371.17,70.36,479.45,,,
83,83,2001,NJ,0.542,0.485,0.59828537377144,307.12,61.0,429.0,633.03,Northeast,184.4,0.01997957875,20 wks employment at 20% of aww; or 12 x aww,298.79,59.35,417.37,302.11,60.0,422.0,522.61,103.8,730.01,458.13,90.99,639.94
84,84,2001,NM,0.481,0.438,0.27387545954054,198.06,50.0,267.0,452.7,West,181.2,,"$1,324 in hqw and wages in at least one other qtr.",191.06,48.23,257.57,,,,353.97,89.36,477.17,,,
85,85,2001,NV,0.502,0.414,0.47139349379205,247.9,16.0,291.0,598.88,West,181.2,,1-½ x hqw,239.14,15.43,280.72,,,,443.04,28.59,520.06,,,
87,87,2001,OH,0.432,0.391,0.44393662008408,241.61,77.0,303.0,617.34,Midwest,172.8,0.02318266,20 wks employment w/ wages in each wk of 27.5% of State aww,235.32,74.99,295.11,235.87,75.17,295.8,395.36,126.0,495.81,342.8,109.25,429.91
88,88,2001,OK,0.487,0.399,0.30461154313702,231.92,16.0,291.0,581.0,South,171.1,0.0328223729999999,"$1,500; 1-½ x hqw; $9,800",226.63,15.64,284.37,224.23,15.47,281.35,401.79,27.72,504.14,337.3,23.27,423.22
89,89,2001,OR,0.492,0.449,0.52222885191366,264.98,88.0,376.0,590.55,West,181.2,0.0316518489999999,"1-½ x hqw; not less than $1,000 in BP or 500 hrs of employment in the BP",255.62,84.89,362.72,256.22,85.09,363.56,473.56,157.27,671.97,405.43,134.64,575.3
90,90,2001,PA,0.559,0.526,0.60202504434611,291.52,35.0,430.0,553.81,Northeast,184.4,0.0299522085,"$800 in HQ; $1,320 in BP; at least 20% of bpw outside HQ",283.62,34.05,418.34,283.22,34.0,417.75,496.07,59.56,731.71,412.85,49.57,608.96
91,91,2001,RI,0.578,0.524,0.57810739986653,287.04,56.0,397.0,548.15,Northeast,184.4,,[See note 19],279.26,54.48,386.24,,,,488.44,95.29,675.56,,,
92,92,2001,SC,0.494,0.459,0.43829887012159,205.66,20.0,259.0,447.73,South,171.1,0.0282422877499999,1-½ x hqw; not less than $900; $540 in 1 qtr,200.97,19.54,253.1,199.41,19.39,251.12,356.3,34.65,448.7,272.77,26.53,343.52
93,93,2001,SD,0.475,0.436,0.23714189869171,202.18,28.0,224.0,463.46,Midwest,172.8,,$728 in HQ; 20 x wba outside HQ,196.91,27.27,218.17,,,,330.84,45.82,366.54,,,
95,95,2001,TX,0.472,0.384,0.28981408446544,244.87,48.0,294.0,636.86,South,171.1,0.0296674065,37; wages in at least 2 qtrs,239.29,46.91,287.3,236.88,46.43,284.41,424.22,83.16,509.34,342.39,67.12,411.09
96,96,2001,UT,0.501,0.454,0.30846389813089,262.16,22.0,355.0,576.94,West,181.2,0.02774007425,1-½ x hqw,252.9,21.22,342.46,258.59,21.7,350.17,468.52,39.32,634.44,350.7,29.43,474.9
98,98,2001,VT,0.518,0.491,0.53421505160262,231.27,,298.0,470.95,Northeast,184.4,,"$1,571 in a qtr; BP wages of 40% of total HQ wages",225.0,,289.92,,,,393.54,,507.09,,,
99,99,2001,WA,0.517,0.483,0.50459986998262,312.12,94.0,441.0,646.35,West,181.2,0.04640939925,680 hours,301.1,90.68,425.42,303.04,91.27,428.17,557.81,167.99,788.14,455.8,137.27,644.01
101,101,2001,WV,0.418,0.393,0.3539433103465,205.62,24.0,327.0,522.62,South,171.1,,"$2,200 and wages in 2 qtrs",200.93,23.45,319.55,,,,356.23,41.58,566.51,,,
102,102,2001,WY,0.493,0.455,0.28440415879064,218.38,20.0,271.0,480.0,West,181.2,,1.4 x hqw; 8% of State aaw in BP,210.67,19.29,261.43,,,,390.28,35.74,484.32,,,
105,105,2002,AR,0.523,0.499,0.5382424169135,227.5,60.0,333.0,455.79,South,173.3,0.02011934225,27 x wba; wages in 2 quarters,219.49,57.89,321.28,216.23,57.03,316.51,389.13,102.63,569.58,280.82,74.06,411.05
108,108,2002,CO,0.469,0.395,0.29754713533264,320.39,25.0,390.0,811.58,West,184.7,0.0325120305,"40 or $2500 in BP, whichever is greater",303.22,23.66,369.1,292.44,22.82,355.98,561.74,43.83,683.79,470.85,36.74,573.15
109,109,2002,CT,0.441,0.402,0.65687248479669,280.45,15.0,406.0,697.57,Northeast,188.2,0.005422041825,40 or 1- ½ x hqw,267.34,14.3,387.02,267.65,14.32,387.47,467.59,25.01,676.92,359.85,19.25,520.95
110,110,2002,DC,0.501,0.401,0.34551799786564,296.2,50.0,309.0,738.14,South,173.3,0.0161124765,"1- ½ x hqw; not less than $1,950 in 2 quarters; $1,300 in 1 quarter",285.77,48.24,298.12,281.73,47.56,293.9,506.64,85.52,528.53,407.78,68.84,425.41
114,114,2002,HI,0.578,0.506,0.50064075158888,306.89,5.0,395.0,606.54,West,184.7,0.005961391025,26; wages in 2 quarters,290.44,4.73,373.83,299.46,4.88,385.43,538.07,8.77,692.55,428.68,6.98,551.76
115,115,2002,IA,0.508,0.467,0.48328007964041,245.63,42.0,283.0,525.89,Midwest,174.9,,1-1/4 x hqw; 3.5% of the Statewide aaw in HQ; ½ hqw of 2nd quarter,236.36,40.42,272.32,,,,397.11,67.9,457.52,,,
116,116,2002,ID,0.507,0.47,0.48762540940273,239.04,51.0,315.0,508.6,West,184.7,,1-1/4 x hqw; not less than minimum qualifying wages in 1 quarter; wages in 2 quarters,226.23,48.27,298.12,,,,419.11,89.42,552.29,,,
117,117,2002,IL,0.397,0.34,0.44981572922375,253.74,51.0,326.0,746.69,Midwest,174.9,0.021077848675,"$1,600; $440 outside HQ",244.16,49.08,313.7,241.64,48.57,310.46,410.22,82.45,527.04,337.75,67.88,433.93
119,119,2002,KS,0.51,0.457,0.39355722667002,278.14,83.0,333.0,608.07,Midwest,174.9,0.01909847675,30; wages in 2 quarters,267.64,79.87,320.43,260.14,77.63,311.45,449.67,134.19,538.36,371.53,110.87,444.81
120,120,2002,KY,0.526,0.47,0.36631087600788,262.88,39.0,329.0,558.74,South,173.3,,1- ½ x hqw; 8 x wba in last 2 quarters; $750 in 1 quarter; $750 in other quarters,253.63,37.63,317.42,,,,449.64,66.71,562.74,,,
121,121,2002,LA,0.469,0.426,0.30236332046595,203.71,10.0,258.0,478.37,South,173.3,0.01174003515,"$1,200; 1 - ½ x hqw",196.54,9.65,248.92,192.91,9.47,244.32,348.44,17.1,441.3,283.63,13.92,359.22
122,122,2002,MA,0.461,0.415,0.64840932110575,356.33,29.0,512.0,858.64,Northeast,188.2,0.0032182539249999,"30; not less than $2,700",339.67,27.64,488.06,332.89,27.09,478.32,594.11,48.35,853.66,481.53,39.19,691.89
124,124,2002,ME,0.514,0.468,0.42533780877974,225.49,47.0,272.0,481.81,Northeast,188.2,,2 x annual aww in each of 2 quarters and 6 x annual aww in BP,214.95,44.8,259.28,,,,375.96,78.36,453.51,,,
126,126,2002,MN,0.481,0.431,0.48063673609901,318.25,38.0,452.0,737.98,Midwest,174.9,0.014320557275,"At least $1,000 in HQ; $250 outside HQ",306.24,36.57,434.94,296.9,35.45,421.68,514.51,61.43,730.75,433.61,51.77,615.84
129,129,2002,MT,0.439,0.4,0.43942595662603,216.18,68.0,286.0,539.89,West,184.7,,1- ½ x hqw; 7% of aaw in BP or 50% of aaw,204.59,64.36,270.67,,,,379.03,119.22,501.44,,,
130,130,2002,NC,0.523,0.496,0.37199812417536,264.92,15.0,396.0,534.02,South,173.3,0.0059460999999999,At least $565.50 in BP; 1 ½ = HQW,255.6,14.47,382.06,250.15,14.16,373.93,453.13,25.66,677.34,324.62,18.38,485.25
131,131,2002,ND,0.472,0.439,0.3947474330359,226.07,43.0,290.0,514.76,Midwest,174.9,,1 - ½ x hqw,217.54,41.38,279.06,,,,365.49,69.52,468.84,,,
134,134,2002,NJ,0.522,0.457,0.53640424961809,335.48,61.0,446.0,733.66,Northeast,188.2,0.01860469875,20 weeks employment at 20% of aww; or 12 x aww,319.79,58.15,425.15,323.54,58.83,430.13,559.35,101.71,743.62,490.63,89.21,652.27
135,135,2002,NM,0.476,0.425,0.31250122109212,213.59,52.0,277.0,502.16,West,184.7,,"$1,372.80 in hqw and wages in at least one other quarter",202.14,49.21,262.15,,,,374.49,91.17,485.66,,,
136,136,2002,NV,0.491,0.419,0.48794562820549,247.27,16.0,301.0,589.58,West,184.7,,1- ½ x hqw,234.02,15.14,284.87,,,,433.54,28.05,527.74,,,
138,138,2002,OH,0.427,0.364,0.39248663355346,246.71,86.0,308.0,676.91,Midwest,174.9,0.008338374775,20 weeks employment with wages averaging 27.5% of State aww,237.4,82.75,296.38,235.39,82.05,293.87,398.85,139.04,497.94,342.11,119.25,427.1
139,139,2002,OK,0.491,0.443,0.3263732348198,239.85,16.0,304.0,541.72,South,173.3,0.03117007325,"$1,500; 1 - ½ x hqw; $9,800",231.41,15.44,293.3,224.53,14.98,284.58,410.25,27.37,519.98,337.74,22.53,428.08
140,140,2002,OR,0.484,0.447,0.49711180929023,265.88,93.0,400.0,594.8,West,184.7,0.0238374459999999,"1- ½ x hqw; not less than $1,000 in BP or 500 hrs of employment in the BP",251.63,88.02,378.56,249.2,87.16,374.9,466.17,163.06,701.32,394.33,137.93,593.24
141,141,2002,PA,0.521,0.472,0.60400606296627,292.69,35.0,430.0,619.8,Northeast,188.2,0.01427988575,"$800 in HQ; $1,320 in BP; at least 20% of bpw outside HQ",279.0,33.36,409.89,276.08,33.01,405.6,488.0,58.36,716.94,402.45,48.13,591.26
142,142,2002,PR,0.44,0.402,0.32933536199192,111.41,7.0,133.0,277.25,Northeast,188.2,,40 x wba; not less than $280 bpw; $75 in 1 quarter; wages in 2 quarters,106.2,6.67,126.78,,,,185.75,11.67,221.75,,,
143,143,2002,RI,0.557,0.521,0.51700874181462,302.49,56.0,415.0,580.17,Northeast,188.2,,[not specified in visible data],288.35,53.38,395.6,,,,504.34,93.37,691.93,,,
144,144,2002,SC,0.472,0.429,0.39630070429851,209.75,20.0,268.0,488.8,South,173.3,0.0190986745,1- ½ x hqw; not less than $900; $540 in 1 quarter,202.37,19.3,258.57,197.78,18.86,252.71,358.77,34.21,458.4,270.56,25.8,345.69
145,145,2002,SD,0.478,0.443,0.25827549443264,208.47,28.0,234.0,470.85,Midwest,174.9,,$728 in HQ; 20 x wba outside HQ,200.6,26.94,225.17,,,,337.03,45.27,378.31,,,
147,147,2002,TX,0.484,0.404,0.29517067007696,262.96,51.0,319.0,651.69,South,173.3,0.005762070775,37; wages in at least 2 quarters,253.7,49.2,307.77,247.05,47.91,299.7,449.78,87.23,545.64,357.09,69.26,433.19
148,148,2002,UT,0.507,0.467,0.30692252461235,284.0,23.0,365.0,607.77,West,184.7,0.0130692397249999,1- ½ x hqw,268.78,21.77,345.44,272.57,22.07,350.31,497.94,40.33,639.95,369.66,29.94,475.09
150,150,2002,VT,0.516,0.482,0.62123129446895,251.56,25.0,312.0,522.12,Northeast,188.2,,"$1,571 in a quarter; BP wages of 40% of total HQ wages",239.8,23.83,297.41,,,,419.43,41.68,520.2,,,
151,151,2002,WA,0.51,0.477,0.51399978989941,332.73,106.0,496.0,696.92,West,184.7,0.01839746525,680 hours,314.9,100.32,469.41,308.72,98.35,460.21,583.37,185.85,869.64,464.35,147.93,692.21
153,153,2002,WV,0.441,0.415,0.34960108501303,221.78,24.0,338.0,534.11,South,173.3,,"$2,200 and wages in 2 quarters",213.97,23.16,326.1,,,,379.34,41.05,578.13,,,
154,154,2002,WY,0.488,0.456,0.31791873997858,235.54,20.0,283.0,516.27,West,184.7,,1.4 x hqw; 8% of State aaw in BP,222.91,18.93,267.83,,,,412.97,35.07,496.18,,,
157,157,2003,AR,0.512,0.498,0.47132214879175,228.27,62.0,345.0,458.49,South,177.3,0.009003398075,27 x WBA; wages in 2 quarters,215.27,58.47,325.35,212.68,57.77,321.44,381.64,103.66,576.79,276.21,75.02,417.46
160,160,2003,CO,0.482,0.425,0.27187373333935,317.63,25.0,398.0,746.69,West,188.6,0.02703059375,"40 x WBA or $2,500, whichever is greater",294.39,23.17,368.88,280.79,22.1,351.84,545.38,42.93,683.38,452.09,35.58,566.49
161,161,2003,CT,0.452,0.413,0.54725394371336,292.78,15.0,411.0,709.09,Northeast,193.5,0.02975215625,40 x WBA or 1 ½ x HQW,271.45,13.91,381.05,277.91,14.24,390.13,474.78,24.32,666.49,373.65,19.14,524.52
162,162,2003,DC,0.436,0.358,0.32578067265197,263.66,50.0,309.0,737.05,South,177.3,0.0295865185,"1 ½ x HQW; not less than $1,950 in 2 quarters; $1,300 in 1 quarter",248.64,47.15,291.4,246.8,46.8,289.24,440.8,83.59,516.61,357.23,67.74,418.66
166,166,2003,HI,0.549,0.468,0.43954055929478,320.78,5.0,395.0,685.48,West,188.6,0.02127671875,26 x WBA; wages in 2 quarters,297.31,4.63,366.1,311.15,4.85,383.15,550.79,8.59,678.23,445.43,6.94,548.49
167,167,2003,IA,0.528,0.485,0.44235480938852,251.46,43.0,292.0,518.65,Midwest,178.3,,1 ¼ x HQW; 3.5% of the statewide AAW in HQ; ½ of HQW in quarter not the HQ,237.36,40.59,275.62,,,,398.78,68.19,463.07,,,
168,168,2003,ID,0.5,0.466,0.50455380368885,239.9,51.0,316.0,514.73,West,188.6,,1 ¼ x HQW; not less than minimum qualifying wages in 1 quarter,222.35,47.27,292.88,,,,411.92,87.57,542.59,,,
169,169,2003,IL,0.405,0.347,0.42983467063836,256.27,51.0,326.0,737.69,Midwest,178.3,0.0222918645,"$1,600; $440 outside HQ",241.9,48.14,307.72,239.02,47.57,304.05,406.41,80.88,516.99,334.07,66.48,424.97
171,171,2003,KS,0.505,0.447,0.38602540930886,282.53,86.0,345.0,631.67,Midwest,178.3,0.0334091885,30 x WBA; wages in 2 quarters,266.68,81.18,325.65,259.29,78.93,316.62,448.05,136.38,547.12,370.32,112.72,452.2
172,172,2003,KY,0.523,0.478,0.32624537484356,260.45,39.0,329.0,544.55,South,177.3,,1 ½ x HQW; 8 x WBA in last 2 quarters; $750 in 1 quarter; $750 in other quarters,245.61,36.78,310.26,,,,435.44,65.2,550.04,,,
173,173,2003,LA,0.445,0.398,0.28827863678088,204.15,10.0,258.0,513.15,South,177.3,0.0206577015,"$1,200; 1 ½ x HQW",192.52,9.43,243.3,191.08,9.36,241.48,341.31,16.72,431.34,280.94,13.76,355.05
174,174,2003,MA,0.458,0.423,0.55093066846896,345.21,29.0,507.0,816.51,Northeast,193.5,0.02581203825,"30 x WBA; $3,000 minimum",320.06,26.89,470.06,321.47,27.01,472.13,559.8,47.03,822.17,465.0,39.06,682.93
