Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2002, NC, 520, 517, 0.523, 0.496, $264.92, $534.02
2002, ND, 360, 328, 0.472, 0.439, $226.07, $514.76
2002, OH, 486, 469, 0.427, 0.364, $246.71, $676.91
2002, OK, 480, 476, 0.491, 0.443, $239.85, $541.72
2002, OR, 450, 440, 0.484, 0.447, $265.88, $594.80
2002, PA, 481, 476, 0.521, 0.472, $292.69, $619.80
2002, PR, 480, 468, 0.440, 0.402, $111.41, $277.25
2002, RI, 480, 477, 0.557, 0.521, $302.49, $580.17
2002, SC, 520, 519, 0.472, 0.429, $209.75, $488.80
2002, SD, 359, 351, 0.478, 0.443, $208.47, $470.85
2002, TN, 480, 479, 0.451, 0.404, $212.63, $526.75
2002, TX, 491, 490, 0.484, 0.404, $262.96, $651.69
2003, NJ, 482, 465, 0.510, 0.448, $335.26, $747.52
2003, NM, 483, 478, 0.494, 0.439, $215.19, $490.69
2003, NY, 484, 475, 0.458, 0.386, $292.32, $757.23
2003, NC, 520, 519, 0.538, 0.513, $275.72, $537.47
2003, ND, 360, 334, 0.460, 0.423, $232.73, $550.73
2003, OH, 486, 467, 0.425, 0.380, $248.10, $652.33
2003, OK, 480, 467, 0.498, 0.437, $233.13, $533.63
2003, OR, 436, 422, 0.464, 0.427, $265.61, $622.28
2003, PA, 480, 477, 0.529, 0.489, $300.24, $613.85
2003, PR, 500, 496, 0.439, 0.404, $112.33, $278.05
2003, RI, 481, 479, 0.557, 0.493, $311.34, $631.47
2003, SC, 520, 519, 0.481, 0.441, $212.89, $482.69
2003, SD, 360, 356, 0.490, 0.449, $212.55, $473.63
2003, TN, 480, 479, 0.443, 0.403, $214.35, $532.02
2003, TX, 483, 483, 0.509, 0.432, $265.31, $614.82
2004, NJ, 486, 476, 0.493, 0.434, $329.88, $759.52
2004, NM, 496, 488, 0.502, 0.442, $217.16, $490.89
2004, NY, 484, 480, 0.458, 0.399, $286.35, $718.16
2004, NC, 520, 517, 0.512, 0.490, $248.82, $507.86
2004, ND, 360, 337, 0.465, 0.440, $233.40, $530.09
2004, OH, 485, 461, 0.431, 0.388, $251.43, $648.65
2004, OK, 480, 468, 0.494, 0.435, $222.79, $511.60
2004, OR, 455, 434, 0.461, 0.436, $258.88, $594.37
2004, PA, 480, 477, 0.527, 0.488, $298.31, $611.64
2004, PR, 501, 494, 0.425, 0.396, $109.58, $276.84
2004, RI, 480, 479, 0.548, 0.500, $324.44, $648.59
2004, SC, 520, 520, 0.463, 0.429, $210.24, $489.73
2004, SD, 360, 355, 0.464, 0.433, $210.49, $486.66
2004, TN, 480, 480, 0.437, 0.408, $211.12, $517.35
2004, TX, 471, 463, 0.473, 0.388, $263.55, $679.90
2005, NJ, 486, 468, 0.496, 0.400, $333.37, $832.62
2005, NM, 487, 480, 0.492, 0.440, $222.75, $506.44
2005, NY, 489, 481, 0.434, 0.359, $296.84, $826.72
2005, NC, 530, 530, 0.514, 0.478, $265.33, $554.93
2005, ND, 362, 342, 0.465, 0.446, $245.70, $551.50
2005, OH, 486, 452, 0.437, 0.401, $253.83, $633.22
2005, OK, 488, 484, 0.500, 0.449, $229.14, $509.78
2005, OR, 478, 453, 0.481, 0.387, $266.47, $688.25
2005, PA, 489, 485, 0.536, 0.507, $305.82, $602.94
2005, PR, 486, 466, 0.409, 0.378, $108.66, $287.69
2005, RI, 480, 474, 0.545, 0.488, $333.49, $684.01
2005, SC, 530, 530, 0.479, 0.449, $217.49, $484.15
2005, SD, 360, 354, 0.469, 0.432, $221.42, $512.57
2005, TN, 480, 478, 0.414, 0.334, $214.91, $643.72
2005, TX, 492, 439, 0.418, 0.347, $269.35, $777.34
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
