Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2004, FL, 360, 358, 0.450, 0.373, $227.48, $610.49
2004, GA, 480, 455, 0.456, 0.392, $243.02, $620.51
2004, HI, 481, 480, 0.550, 0.444, $330.13, $743.55
2004, ID, 484, 464, 0.494, 0.458, $232.34, $507.07
2004, IL, 480, 477, 0.399, 0.345, $245.11, $709.63
2004, IN, 480, 475, 0.536, 0.485, $281.02, $579.80
2005, AL, 240, 239, 0.428, 0.372, $187.09, $503.36
2005, AK, 480, 462, 0.317, 0.282, $176.85, $626.64
2005, AZ, 450, 448, 0.457, 0.349, $208.59, $597.28
2005, AR, 470, 446, 0.510, 0.434, $237.93, $548.84
2005, CA, 1158, 1152, 0.488, 0.396, $288.56, $728.51
2005, CO, 485, 480, 0.486, 0.431, $311.83, $723.98
2005, CT, 480, 455, 0.389, 0.364, $288.38, $792.45
2005, DE, 360, 353, 0.431, 0.391, $248.83, $636.84
2005, DC, 367, 268, 0.442, 0.322, $272.45, $845.02
2005, FL, 406, 403, 0.395, 0.338, $230.38, $682.41
2005, GA, 495, 463, 0.480, 0.385, $249.44, $648.43
2005, HI, 481, 480, 0.565, 0.489, $348.90, $713.22
2005, ID, 496, 478, 0.501, 0.398, $242.01, $607.77
2005, IL, 481, 475, 0.376, 0.330, $247.86, $751.40
2005, IN, 489, 487, 0.537, 0.499, $294.52, $590.44
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
