Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2014, OK, 487, 486, 0.528, 0.478, $323.34, $676.29
2014, OR, 472, 463, 0.481, 0.445, $331.12, $743.51
2014, PA, 519, 518, 0.527, 0.481, $377.16, $783.64
2014, PR, 480, 474, 0.360, 0.331, $119.32, $360.37
2014, RI, 431, 429, 0.456, 0.433, $332.18, $767.70
2014, SC, 520, 519, 0.446, 0.396, $249.39, $629.61
2014, SD, 360, 360, 0.476, 0.442, $296.29, $670.33
2014, TN, 480, 480, 0.391, 0.332, $228.14, $686.22
2014, TX, 482, 482, 0.503, 0.421, $357.26, $848.93
2015, NJ, 484, 478, 0.517, 0.444, $405.31, $913.00
2015, NM, 504, 503, 0.510, 0.454, $307.91, $678.34
2015, NY, 484, 484, 0.421, 0.364, $308.98, $848.55
2015, NC, 520, 518, 0.404, 0.368, $243.63, $662.79
2015, ND, 361, 360, 0.540, 0.499, $504.48, $1,010.97
2015, OH, 481, 478, 0.449, 0.407, $326.34, $801.74
2015, OK, 460, 460, 0.553, 0.474, $374.49, $790.77
2015, OR, 492, 488, 0.480, 0.435, $359.55, $826.28
2015, PA, 521, 519, 0.527, 0.492, $384.90, $781.74
2015, PR, 480, 476, 0.356, 0.324, $120.40, $371.83
2015, RI, 529, 525, 0.449, 0.425, $327.92, $771.13
2015, SC, 484, 484, 0.453, 0.402, $254.22, $632.03
2015, SD, 360, 359, 0.489, 0.460, $307.42, $668.86
2015, TN, 480, 480, 0.388, 0.335, $228.93, $682.38
2015, TX, 480, 480, 0.499, 0.401, $389.00, $970.47
2016, NJ, 493, 486, 0.520, 0.458, $425.75, $930.17
2016, NM, 500, 500, 0.502, 0.430, $327.18, $760.28
2016, NY, 486, 483, 0.414, 0.342, $307.94, $901.60
2016, NC, 530, 530, 0.388, 0.345, $249.40, $723.63
2016, ND, 363, 362, 0.540, 0.517, $511.75, $989.02
2016, OH, 495, 491, 0.444, 0.394, $340.63, $864.23
2016, OK, 531, 531, 0.523, 0.454, $380.55, $837.31
2016, OR, 475, 465, 0.487, 0.446, $373.57, $837.35
2016, PA, 496, 496, 0.537, 0.500, $397.32, $794.97
2016, PR, 480, 477, 0.346, 0.306, $118.90, $388.12
2016, RI, 510, 498, 0.433, 0.405, $333.03, $823.30
2016, SC, 530, 530, 0.441, 0.371, $260.66, $703.51
2016, SD, 360, 359, 0.479, 0.454, $318.36, $701.64
2016, TN, 468, 468, 0.392, 0.335, $237.19, $708.43
2016, TX, 482, 481, 0.520, 0.437, $402.33, $920.77
2017, NJ, 484, 476, 0.535, 0.455, $435.53, $957.74
2017, NM, 450, 449, 0.498, 0.428, $313.33, $731.89
2017, NY, 471, 470, 0.417, 0.339, $335.56, $990.91
2017, NC, 520, 518, 0.389, 0.331, $260.61, $786.51
2017, ND, 356, 356, 0.521, 0.496, $476.24, $959.29
2017, OH, 480, 479, 0.440, 0.396, $347.42, $877.04
2017, OK, 514, 510, 0.530, 0.482, $367.66, $762.26
2017, OR, 472, 464, 0.482, 0.434, $389.71, $897.23
2017, PA, 474, 473, 0.534, 0.478, $396.51, $830.13
2017, PR, 256, 254, 0.337, 0.309, $115.59, $373.79
2017, RI, 486, 476, 0.459, 0.409, $348.45, $851.70
2017, SC, 508, 507, 0.436, 0.362, $265.16, $733.40
2017, SD, 360, 360, 0.467, 0.428, $331.08, $773.53
2017, TN, 480, 480, 0.378, 0.310, $238.77, $771.31
2017, TX, 482, 482, 0.507, 0.440, $402.40, $914.98
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
