State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
AL,2008,4,"2,177","1,864",90,7,16,152,48.23,48.23,31.6,42,31.6,42
AR,2003,1,"1,269","1,087",61,6,28,77,39.71,39.71,51.8,16,51.8,18
AR,2003,2,"1,289","1,099",61,5.8,25,75,35.25,35.25,46.9,14,46.9,14
AR,2003,3,"1,289","1,082",61,5.9,23,76,32.94,32.94,43.6,13,43.6,15
AR,2003,4,"1,283","1,112",60,5.3,23,69,33.06,33.06,48.2,10,48.2,12
AR,2004,1,"1,282","1,097",61,6.2,19,80,36.08,36.08,45.2,21,45.2,22
AR,2004,2,"1,305","1,115",61,5.6,19,73,28.53,28.53,38.9,18,38.9,18
AR,2004,3,"1,313","1,096",61,5.4,21,71,26.99,26.99,37.9,15,37.9,15
AR,2004,4,"1,310","1,125",62,5.1,21,67,28.03,28.03,42,11,42,11
AR,2005,1,"1,311","1,112",63,5.8,19,76,31.62,31.62,41.8,22,41.8,22
AR,2005,2,"1,340","1,134",62,5.1,24,69,27.09,27.09,39.4,15,39.4,15
AR,2005,3,"1,347","1,116",62,5.3,16,71,26.34,26.34,36.9,15,36.9,15
AR,2005,4,"1,337","1,145",63,4.9,20,65,26.1,26.1,40.1,14,40.1,14
AR,2006,1,"1,332","1,139",63,5.5,14,73,28.6,28.6,39.1,25,39.1,25
AR,2006,2,"1,355","1,159",65,5.2,11,71,24.67,24.67,34.7,22,34.7,22
AR,2006,3,"1,354","1,133",66,5.3,11,72,26.44,26.44,36.5,15,36.5,15
AR,2006,4,"1,345","1,157",66,4.9,10,65,30.98,30.98,47.3,12,47.3,12
AR,2007,1,"1,340","1,147",66,5.7,10,77,31.87,31.87,41.4,25,41.4,25
AR,2007,2,"1,357","1,163",67,5.3,9,72,28.06,28.06,38.8,19,38.8,19
AR,2007,3,"1,359","1,138",67,5.5,8,75,29.09,29.09,38.7,15,38.7,15
AR,2007,4,"1,348","1,164",68,5,14,67,30.71,30.71,45.7,11,45.7,11
AR,2008,1,"1,341","1,150",68,5.4,22,73,33.09,33.09,45.4,20,45.4,20
AR,2008,2,"1,365","1,163",69,5,23,68,30.16,30.16,44.3,11,44.3,11
AR,2008,3,"1,370","1,138",69,5.4,27,74,31.87,31.87,43,9,43,9
AR,2008,4,"1,355","1,152",68,5.8,29,79,42.17,42.17,53.4,8,53.4,8
AZ,2003,1,"2,701","2,217",109,5.9,29,159,43.01,43.01,27.1,52,27.1,52
AZ,2003,2,"2,722","2,206",109,5.9,21,161,50.36,50.36,31.3,39,31.3,39
AZ,2003,3,"2,737","2,184",110,6.1,17,168,50.9,50.9,30.4,41,30.4,41
AZ,2003,4,"2,755","2,281",110,5.2,25,143,39.55,39.56,27.7,47,27.7,47
AZ,2004,1,"2,766","2,273",110,5.3,38,148,35.95,35.95,24.4,53,24.4,53
AZ,2004,2,"2,776","2,282",111,5.1,29,142,38.3,38.3,27.1,42,27.1,42
AZ,2004,3,"2,799","2,273",110,5.1,29,143,39.28,39.28,27.5,35,27.5,35
AZ,2004,4,"2,813","2,386",110,4.4,31,124,29.94,29.94,24.1,45,24.1,45
AZ,2005,1,"2,812","2,392",111,4.6,43,129,27.99,27.99,21.8,50,21.8,50
AZ,2005,2,"2,848","2,418",114,4.6,33,132,30.3,30.3,23,44,23,44
AZ,2005,3,"2,884","2,420",117,5,26,144,30.75,30.75,21.4,44,21.4,44
AZ,2005,4,"2,906","2,522",118,4.5,29,130,22.06,22.06,17,52,17,52
AZ,2006,1,"2,918","2,542",121,4.3,36,127,19.31,19.31,15.3,53,15.3,53
AZ,2006,2,"2,952","2,552",125,4.3,32,127,23.86,23.86,18.8,51,18.8,51
AZ,2006,3,"2,994","2,535",128,4.6,25,139,27.98,27.98,20.1,49,20.1,49
AZ,2006,4,"3,019","2,621",129,3.9,29,118,23.16,23.16,19.6,51,19.6,51
AZ,2007,1,"3,009","2,601",130,3.8,43,114,21.91,21.91,19.1,52,19.1,52
AZ,2007,2,"3,004","2,589",132,3.5,41,104,29.08,29.08,27.9,38,27.9,38
AZ,2007,3,"3,022","2,559",134,3.9,35,116,35.63,35.63,30.6,27,30.6,27
AZ,2007,4,"3,041","2,632",134,3.9,34,120,30.1,30.1,25.2,45,25.2,45
AZ,2008,1,"3,047","2,586",134,4.3,38,132,33.09,33.09,25,50,25,50
AZ,2008,2,"3,074","2,539",135,5,23,154,43.02,43.02,27.8,40,27.8,40
AZ,2008,3,"3,124","2,481",135,6.6,14,206,51.82,51.82,25.1,46,25.1,46
AZ,2008,4,"3,139","2,510",135,7.1,14,224,58.3,58.3,26,51,26,51
CA,2003,1,"17,250","14,368","1,001",7.3,8,"1,252",579.41,579.42,46.3,23,46.3,23
CA,2003,2,"17,247","14,654","1,016",6.9,9,"1,183",571.85,571.86,48.3,9,48.3,11
CA,2003,3,"17,285","14,525","1,028",6.9,7,"1,198",524.55,524.56,43.8,12,43.8,14
CA,2003,4,"17,305","14,666","1,063",6.5,8,"1,128",515.23,515.24,45.7,13,45.7,15
CA,2004,1,"17,312","14,442","1,033",6.9,9,"1,197",511.86,511.87,42.8,26,42.8,26
CA,2004,2,"17,296","14,763","1,061",6.2,8,"1,073",453.34,453.34,42.2,11,42.2,11
CA,2004,3,"17,432","14,722","1,059",6.1,9,"1,056",408.46,408.46,38.7,13,38.7,13
CA,2004,4,"17,459","14,896","1,077",5.7,12,998,402.79,402.79,40.4,13,40.4,13
CA,2005,1,"17,411","14,662","1,106",6,17,"1,050",443.14,443.14,42.2,21,42.2,21
CA,2005,2,"17,482","15,026","1,068",5.3,20,918,390.46,390.46,42.5,10,42.5,10
CA,2005,3,"17,637","15,028","1,049",5.3,16,926,349.65,349.65,37.7,13,37.7,13
CA,2005,4,"17,621","15,250","1,075",5,19,883,333.81,333.81,37.8,20,37.8,20
CA,2006,1,"17,545","15,040","1,098",5.3,18,924,393.17,393.17,42.6,21,42.6,21
CA,2006,2,"17,578","15,313","1,152",4.7,20,833,361.11,361.11,43.3,9,43.3,9
CA,2006,3,"17,727","15,257","1,125",4.9,19,876,329.66,329.66,37.6,14,37.6,14
CA,2006,4,"17,794","15,414","1,146",4.6,15,820,341.43,341.43,41.6,18,41.6,18
CA,2007,1,"17,786","15,184","1,178",5.3,14,945,410.39,410.39,43.4,22,43.4,22
CA,2007,2,"17,817","15,461","1,188",5,11,888,377.51,377.51,42.5,13,42.5,13
CA,2007,3,"18,003","15,396","1,159",5.5,8,985,363.1,363.1,36.9,18,36.9,18
CA,2007,4,"18,036","15,537","1,182",5.6,8,"1,004",399.49,399.49,39.8,18,39.8,18
CA,2008,1,"18,012","15,208","1,211",6.4,6,"1,151",492.53,492.53,42.8,25,42.8,25
CA,2008,2,"18,101","15,435","1,177",6.5,5,"1,176",485.15,485.15,41.2,15,41.2,15
CA,2008,3,"18,287","15,207","1,182",7.7,6,"1,406",499.97,499.98,35.6,17,35.6,17
CA,2008,4,"18,321","15,143","1,204",8.5,6,"1,562",587.69,587.71,37.6,32,37.6,32
CO,2003,1,"2,457","2,045",140,6.4,19,156,48.49,48.49,31.1,48,31.1,48
CO,2003,2,"2,483","2,065",140,6.3,18,155,44.92,44.92,28.9,46,28.9,46
CO,2003,3,"2,511","2,077",142,6,21,151,39.11,39.11,25.9,48,25.9,48
CO,2003,4,"2,511","2,070",144,5.8,14,146,37.18,37.18,25.5,52,25.5,52
CO,2004,1,"2,508","2,043",143,6.2,19,155,41.06,41.06,26.5,50,26.5,50
CO,2004,2,"2,526","2,092",143,5.5,22,140,32.1,32.1,22.9,51,22.9,51
CO,2004,3,"2,563","2,112",145,5.3,23,136,27.95,27.95,20.6,50,20.6,50
CO,2004,4,"2,560","2,112",146,5.3,18,137,27.39,27.39,20,52,20,52
CO,2005,1,"2,538","2,090",145,5.7,22,143,31.39,31.39,21.9,49,21.9,49
CO,2005,2,"2,562","2,134",149,5.2,22,133,26.15,26.15,19.6,48,19.6,48
CO,2005,3,"2,591","2,160",151,4.8,28,124,22.17,22.17,17.9,51,17.9,51
CO,2005,4,"2,598","2,164",152,4.6,26,120,23.16,23.16,19.3,50,19.3,50
CO,2006,1,"2,594","2,145",151,4.7,33,122,27.59,27.59,22.6,49,22.6,49
CO,2006,2,"2,631","2,191",153,4.4,28,116,23,23,19.9,48,19.9,48
CO,2006,3,"2,668","2,210",155,4.2,34,112,20.89,20.89,18.7,50,18.7,50
CO,2006,4,"2,669","2,213",157,3.7,37,98,23,23,23.5,47,23.5,47
CO,2007,1,"2,647","2,191",156,3.9,42,104,27.13,27.13,26.2,45,26.2,45
CO,2007,2,"2,666","2,243",157,3.5,41,92,22.5,22.5,24.4,46,24.4,46
CO,2007,3,"2,715","2,263",159,3.6,41,99,21.35,21.35,21.7,49,21.7,49
CO,2007,4,"2,723","2,266",160,3.8,35,103,22.79,22.79,22.1,50,22.1,50
CO,2008,1,"2,716","2,237",157,4.6,34,125,30.03,30.03,24,52,24,52
CO,2008,2,"2,729","2,271",157,4.6,32,124,26.51,26.51,21.3,51,21.3,51
CO,2008,3,"2,754","2,279",158,4.9,35,134,27.15,27.15,20.2,52,20.2,52
CO,2008,4,"2,739","2,247",159,5.4,35,147,38.68,38.68,26.2,49,26.2,49
CT,2003,1,"1,776","1,592",97,5.7,33,102,66.24,66.24,65.2,6,65.2,6
CT,2003,2,"1,789","1,618",96,5.5,31,99,54.12,54.12,54.8,6,54.8,6
CT,2003,3,"1,795","1,589",96,5.6,29,101,53.77,53.77,53.5,4,53.5,5
CT,2003,4,"1,783","1,622",96,5,33,88,47.31,47.31,53.5,9,53.5,9
CT,2004,1,"1,771","1,585",96,5.7,31,101,58.9,58.9,58.2,9,58.2,9
CT,2004,2,"1,778","1,623",97,5.1,29,91,43.39,43.39,47.8,8,47.8,8
CT,2004,3,"1,789","1,602",96,5,30,90,42.17,42.17,46.9,7,46.9,7
CT,2004,4,"1,772","1,635",97,4.5,29,80,37.68,37.68,47.3,9,47.3,9
CT,2005,1,"1,762","1,599",98,5.4,30,94,52.18,52.18,55.2,9,55.2,9
CT,2005,2,"1,793","1,641",98,4.8,28,86,38.81,38.81,45,8,45,8
CT,2005,3,"1,815","1,615",97,4.8,28,87,39.05,39.05,44.9,6,44.9,6
CT,2005,4,"1,807","1,643",98,4.3,32,78,35.22,35.22,45.3,9,45.3,9
CT,2006,1,"1,804","1,625",97,4.9,29,88,49.07,49.07,55.6,9,55.6,9
CT,2006,2,"1,829","1,664",98,4.4,28,80,36.85,36.85,46.3,7,46.3,7
CT,2006,3,"1,848","1,646",99,4.5,26,83,39.12,39.12,47,5,47,5
CT,2006,4,"1,843","1,675",99,3.9,29,72,36.97,36.97,51.6,7,51.6,7
CT,2007,1,"1,834","1,638",100,4.7,27,87,47.68,47.68,54.8,12,54.8,12
CT,2007,2,"1,854","1,677",99,4.3,27,79,37.07,37.07,46.6,9,46.6,9
CT,2007,3,"1,872","1,660",99,4.6,19,85,40.18,40.18,47.1,6,47.1,6
CT,2007,4,"1,864","1,691",99,4.3,25,80,36.29,36.29,45.4,12,45.4,12
CT,2008,1,"1,855","1,657",100,5.3,23,99,51.79,51.79,52.5,12,52.5,12
CT,2008,2,"1,879","1,688",99,5.2,19,98,42.23,42.23,43.2,13,43.2,13
CT,2008,3,"1,896","1,658",99,6,20,113,48.55,48.56,43,9,43,9
CT,2008,4,"1,882","1,671",99,6,25,114,54.94,54.94,48.3,12,48.3,12
DC,2003,1,308,454,27,7.3,8,22,10.84,10.84,48.6,22,48.6,22
DC,2003,2,309,458,27,7.2,7,22,10.08,10.08,45.4,15,45.4,15
DC,2003,3,310,460,27,7.6,4,23,10.15,10.15,43.2,14,43.2,16
DC,2003,4,307,463,27,7.1,5,22,9.37,9.37,43,19,43,19
DC,2004,1,311,458,27,7.8,5,24,8.95,8.95,37.1,34,37.1,34
DC,2004,2,312,469,27,7.8,3,24,7.56,7.56,30.9,30,30.9,30
DC,2004,3,316,469,27,8.6,3,27,8.31,8.31,30.7,26,30.7,26
DC,2004,4,316,472,27,8.2,3,26,7.28,7.28,28,34,28,34
DC,2005,1,318,466,28,7.9,4,25,7.52,7.52,29.8,37,29.8,37
DC,2005,2,318,477,28,7.1,4,23,7.05,7.05,31.2,25,31.2,25
DC,2005,3,320,475,28,6.7,6,22,7.89,7.89,36.7,17,36.7,17
DC,2005,4,315,476,28,6.2,7,20,7.55,7.55,38.7,17,38.7,17
DC,2006,1,317,470,28,6.3,8,20,7.47,7.47,37.5,31,37.5,31
DC,2006,2,319,478,28,6.1,7,20,6.47,6.47,33.1,25,33.1,26
DC,2006,3,322,481,28,6.8,5,22,7.58,7.58,34.7,19,34.7,19
DC,2006,4,323,485,27,6.1,6,20,7.32,7.32,37.2,25,37.2,25
DC,2007,1,324,480,27,6.2,7,20,7.36,7.36,36.8,30,36.8,30
DC,2007,2,325,488,28,5.7,6,19,7.07,7.07,38.2,22,38.2,22
DC,2007,3,328,488,28,6.2,5,20,8.03,8.03,39.4,12,39.4,12
DC,2007,4,329,493,28,5.8,6,19,8.01,8.01,42.1,15,42.1,15
DC,2008,1,330,483,28,6.2,7,21,8.13,8.13,39.6,30,39.6,30
DC,2008,2,334,495,28,6.2,9,21,7.73,7.73,37.6,19,37.6,19
DC,2008,3,340,495,28,7.3,7,25,9.09,9.09,36.7,16,36.7,16
DC,2008,4,334,493,28,7.7,9,26,10.2,10.2,39.7,24,39.7,24
DE,2003,1,412,385,25,5,43,21,12.91,12.91,62.6,8,62.6,8
DE,2003,2,415,398,26,4.5,44,19,9.59,9.59,51.4,7,51.4,7
DE,2003,3,417,402,26,4.6,42,19,10.04,10.04,52.7,5,52.7,6
DE,2003,4,419,402,25,3.8,48,16,9.57,9.57,60,4,60,4
DE,2004,1,421,394,26,4.6,44,19,11.8,11.8,61,8,61,8
DE,2004,2,420,406,26,4.2,44,18,8.82,8.82,50.3,7,50.3,7
DE,2004,3,422,410,26,4.4,37,19,9.6,9.6,51.6,3,51.6,3
DE,2004,4,422,413,26,4,43,17,7.78,7.78,46,10,46,10
DE,2005,1,423,400,26,4.9,39,21,10.33,10.33,49.9,12,49.9,12
DE,2005,2,432,413,26,4.5,34,19,7.81,7.81,40.6,13,40.6,13
DE,2005,3,437,417,26,4.5,32,20,7.96,7.96,40.1,11,40.1,11
DE,2005,4,442,419,26,4.2,35,18,7.93,7.93,43,11,43,11
DE,2006,1,441,408,26,4.4,34,20,9.56,9.56,48.9,14,48.9,14
DE,2006,2,443,419,27,3.9,37,17,7.45,7.45,43,10,43,10
DE,2006,3,444,420,27,4,38,18,8.32,8.32,47.1,4,47.1,4
DE,2006,4,446,421,26,3.2,43,14,7.51,7.51,52.3,6,52.3,6
DE,2007,1,444,408,27,4,41,18,11.4,11.4,64.3,5,64.3,5
DE,2007,2,445,420,27,3.5,41,16,7.69,7.69,49.3,7,49.3,7
DE,2007,3,445,421,27,3.5,42,16,7.93,7.93,50.2,5,50.2,5
DE,2007,4,448,422,27,3.4,42,15,8.28,8.28,54.2,7,54.2,7
DE,2008,1,449,411,27,4.4,35,20,10.91,10.91,55.3,9,55.3,9
DE,2008,2,452,422,27,4.4,35,20,9,9,45.7,9,45.7,9
DE,2008,3,451,419,27,5.4,27,24,10.46,10.46,42.8,11,42.8,11
DE,2008,4,449,415,26,5.9,28,26,12.13,12.13,45.9,13,45.9,13
FL,2003,1,"8,056","7,123",414,4.6,49,369,108.19,108.19,29.4,49,29.4,49
FL,2003,2,"8,103","7,117",418,4.5,44,366,114.73,114.73,31.4,37,31.4,37
FL,2003,3,"8,160","7,002",423,4.7,40,383,127.99,127.99,33.4,32,33.4,32
FL,2003,4,"8,173","7,245",426,4.1,43,331,112.99,112.99,34.1,32,34.1,32
FL,2004,1,"8,206","7,277",429,3.9,52,321,102.99,102.99,32.1,38,32.1,38
FL,2004,2,"8,316","7,349",440,3.7,49,311,99.06,99.06,31.8,28,31.8,28
FL,2004,3,"8,413","7,221",443,3.9,45,331,113.88,113.88,34.4,19,34.4,19
FL,2004,4,"8,455","7,502",449,3.4,49,291,108.85,108.85,37.4,18,37.4,18
FL,2005,1,"8,460","7,555",453,3.2,52,270,87.18,87.18,32.3,33,32.3,33
FL,2005,2,"8,617","7,601",460,2.8,53,245,81.17,81.17,33.1,22,33.1,22
FL,2005,3,"8,752","7,558",468,2.9,51,258,92.5,92.5,35.9,19,35.9,19
FL,2005,4,"8,760","7,774",474,2.4,53,215,83.13,83.13,38.7,17,38.7,17
FL,2006,1,"8,758","7,813",480,2.3,53,201,73.8,73.8,36.7,33,36.7,33
FL,2006,2,"8,889","7,829",491,2.3,53,203,72,72,35.4,21,35.4,21
FL,2006,3,"9,012","7,733",488,2.8,46,250,90.49,90.49,36.1,16,36.1,16
FL,2006,4,"9,050","7,921",489,2.5,51,225,88.49,88.49,39.3,20,39.3,20
FL,2007,1,"9,035","7,907",493,2.7,51,244,91.16,91.16,37.4,29,37.4,29
FL,2007,2,"9,102","7,863",498,2.9,47,266,98.42,98.42,37,23,37,23
FL,2007,3,"9,167","7,680",498,3.7,37,341,123.43,123.43,36.2,19,36.2,19
FL,2007,4,"9,151","7,822",503,3.8,35,349,129.15,129.15,37,26,37,26
FL,2008,1,"9,110","7,741",510,4.3,38,395,136.72,136.72,34.6,37,34.6,37
FL,2008,2,"9,169","7,603",510,5,23,460,152.41,152.41,33.2,33,33.2,33
FL,2008,3,"9,226","7,371",505,6.4,17,593,198.21,198.22,33.4,22,33.4,22
FL,2008,4,"9,122","7,432",502,6.9,20,634,223.75,223.76,35.3,34,35.3,34
,,,,,,,,,,,,,,
